Industry,City,State,Zip Code,Latitude,Longitude,Major 1,Major 2,Major 3,Major 4,Major 5,Class Year,Class Year Date
Arts and Design,McKinney,TX,75071,33.2505263,-96.6317461,Art History,Studio Art,,,,2004,1/1/2004
Business and Commerce,Plano,TX,75075,33.0208716,-96.7386946,Political Science,,,,,1964,1/1/1964
Computers/IT,Plano,TX,75075,33.0208716,-96.7386946,Undecided,Geology,,,,1985,1/1/1985
Counseling,Richardson,TX,75080,32.9760294,-96.7386946,History,,,,,1972,1/1/1972
Student,Richardson,TX,75080,32.9760294,-96.7386946,Classics,,,,,2007,1/1/2007
Communications and Media,Richardson,TX,75082,32.9971512,-96.6584666,Undecided,,,,,1989,1/1/1989
Legal Professions,Rowlett,TX,75089,32.9355008,-96.5516517,Political Science,,,,,1973,1/1/1973
"Banking, Finance, and Investment",Plano,TX,75093,33.0386278,-96.8243812,Economics,,,,,1968,1/1/1968
Healthcare,Plano,TX,75093,33.0386278,-96.8243812,Biology,,,,,1983,1/1/1983
Legal Professions,DeSoto,TX,75115,32.5896998,-96.8570738,Political Science,,,,,1971,1/1/1971
Legal Professions,Kaufman,TX,75142,32.5890238,-96.3088693,Philosophy,,,,,1999,1/1/1999
"Banking, Finance, and Investment",Dallas,TX,75204,32.799475,-96.7868794,German,,,,,1971,1/1/1971
Computers/IT,Dallas,TX,75206,32.8225166,-96.7761686,Physics,,,,,1987,1/1/1987
Marketing,Dallas,TX,75206,32.8225166,-96.7761686,English,,,,,2004,1/1/2004
Computers/IT,Dallas,TX,75214,32.824251,-96.7440467,Computer Science,,,,,2018,1/1/2018
Legal Professions,Dallas,TX,75214,32.824251,-96.7440467,Political Science,,,,,2000,1/1/2000
Arts and Design,Dallas,TX,75225,32.8695051,-96.7895574,Art History,,,,,2018,1/1/2018
Clergy and Religious Leadership,Dallas,TX,75225,32.8695051,-96.7895574,Sociology,Anthropology,,,,1976,1/1/1976
Homemaking,Dallas,TX,75225,32.8695051,-96.7895574,No Major,,,,,1946,1/1/1946
Computers/IT,Dallas,TX,75228,32.8276924,-96.679851,Computer Science,,,,,2016,1/1/2016
Social Service,Dallas,TX,75228,32.8276924,-96.679851,Physics,,,,,1981,1/1/1981
Computers/IT,Dallas,TX,75230,32.9005121,-96.7868794,Economics,,,,,1990,1/1/1990
Legal Professions,Dallas,TX,75230,32.9005121,-96.7868794,Philosophy,,,,,1985,1/1/1985
Legal Professions,Dallas,TX,75230,32.9005121,-96.7868794,History,,,,,1964,1/1/1964
Homemaking,Dallas,TX,75243,32.9087285,-96.7386946,No Major,,,,,1946,1/1/1946
Marketing,Dallas,TX,75243,32.9087285,-96.7386946,No Major,,,,,1948,1/1/1948
Student,Dallas,TX,75243,32.9087285,-96.7386946,History,Women's and Gender Studies,,,,2005,1/1/2005
Clergy and Religious Leadership,Dallas,TX,75248,32.9737114,-96.7815237,History,,,,,2001,1/1/2001
Performing Arts,Dallas,TX,75252,33.0008652,-96.797592,Psychology,,,,,2018,1/1/2018
Social Sciences,Winnsboro,TX,75494,32.9573449,-95.2902224,Economics,,,,,1962,1/1/1962
"Banking, Finance, and Investment",Jasper,TX,75951,30.920823,-93.9968812,English,,,,,1996,1/1/1996
Environment and Recreation,Nacogdoches,TX,75965,31.6039455,-94.656004,Biology,,,,,1989,1/1/1989
Education,Arlington,TX,76006,32.7722013,-97.0767365,Political Science,,,,,1981,1/1/1981
Computers/IT,Arlington,TX,76012,32.757305,-97.1413222,History,,,,,1974,1/1/1974
"Banking, Finance, and Investment",Grapevine,TX,76051,32.9464268,-97.0713572,Economics,,,,,1984,1/1/1984
Social Service,Mansfield,TX,76063,32.563183,-97.1416926,No Major,,,,,1951,1/1/1951
Military/Protective Services,Newark,TX,76071,33.0062272,-97.4868283,No Major,,,,,1967,1/1/1967
Sciences,Southlake,TX,76092,32.9412363,-97.1341783,No Major,,,,,1984,1/1/1984
Homemaking,Fort Worth,TX,76109,32.6986242,-97.3786689,No Major,,,,,1960,1/1/1960
Arts and Design,Fort Worth,TX,76110,32.7011609,-97.3354531,Art History,,,,,2013,1/1/2013
Marketing,Fort Worth,TX,76110,32.7011609,-97.3354531,English,,,,,1974,1/1/1974
Social Service,Fort Worth,TX,76110,32.7011609,-97.3354531,No Major,,,,,1968,1/1/1968
Counseling,Fort Worth,TX,76112,32.7476771,-97.2113605,Psychology,,,,,1983,1/1/1983
Other,Denton,TX,76201,33.2167226,-97.1413222,Art History,East Asian Studies,,,,2003,1/1/2003
Education,Denton,TX,76209,33.2244703,-97.1036396,Geology,,,,,1983,1/1/1983
Counseling,Keller,TX,76248,32.9259646,-97.2329255,English,Classics,,,,1966,1/1/1966
Computers/IT,Trophy Club,TX,76262,32.9979014,-97.1836246,English,,,,,1997,1/1/1997
Public Service,Keller,TX,76262,33.0039673,-97.2257894,Political Science,,,,,1995,1/1/1995
Student,Temple,TX,76502,31.1179055,-97.4165053,Psychology,Cognitive Science,,,,2002,1/1/2002
Military/Protective Services,Fort Hood,TX,76544,31.1524219,-97.7960118,English,,,,,2006,1/1/2006
Counseling,Houston,TX,77004,29.7209034,-95.3677844,Psychology,,,,,1990,1/1/1990
Environment and Recreation,Houston,TX,77005,29.7183467,-95.4306141,Biology,,,,,2003,1/1/2003
"Libraries, Archives, and Museums",Houston,TX,77005,29.7183467,-95.4306141,No Major,,,,,1969,1/1/1969
Sciences,Houston,TX,77005,29.7183467,-95.4306141,Geology,,,,,2001,1/1/2001
Social Service,Houston,TX,77006,29.7431508,-95.38872,Women's and Gender Studies,,,,,2009,1/1/2009
Communications and Media,Houston,TX,77007,29.7765065,-95.4201377,English,Environmental Studies,,,,2003,1/1/2003
Research and Development,Houston,TX,77007,29.7765065,-95.4201377,Biology,Neuroscience,,,,2013,1/1/2013
Fundraising,Houston,TX,77008,29.7995924,-95.4201377,English,,,,,1998,1/1/1998
Legal Professions,Houston,TX,77008,29.7995924,-95.4201377,Economics,,,,,1992,1/1/1992
Legal Professions,Houston,TX,77008,29.7995924,-95.4201377,American Studies,,,,,1989,1/1/1989
Sciences,Houston,TX,77008,29.7995924,-95.4201377,Geology,Environmental Studies,,,,1999,1/1/1999
Sciences,Houston,TX,77008,29.7995924,-95.4201377,Geology,,,,,2003,1/1/2003
Student,Houston,TX,77008,29.7995924,-95.4201377,English,,,,,1995,1/1/1995
Communications and Media,Houston,TX,77009,29.7901812,-95.3677844,History,Latin American Studies Conc.,,,,1995,1/1/1995
Sciences,Houston,TX,77009,29.7901812,-95.3677844,Geology,,,,,2002,1/1/2002
"Banking, Finance, and Investment",Houston,TX,77019,29.7508512,-95.4122817,Political Science,,,,,1993,1/1/1993
Environment and Recreation,Houston,TX,77019,29.7508512,-95.4122817,Art History,Women's and Gender Studies,,,,2012,1/1/2012
Sciences,Houston,TX,77019,29.7508512,-95.4122817,Physics,,,,,2012,1/1/2012
Engineering,Houston,TX,77024,29.7726138,-95.514493,Geology,,,,,1975,1/1/1975
Sciences,Houston,TX,77024,29.7726138,-95.514493,Geology,,,,,1976,1/1/1976
Sciences,Houston,TX,77025,29.6836967,-95.4306141,Geology,,,,,1976,1/1/1976
Education,Houston,TX,77026,29.8034134,-95.3259358,No Major,,,,,1980,1/1/1980
Legal Professions,Houston,TX,77030,29.7050857,-95.4018087,History,,,,,1976,1/1/1976
Student,Houston,TX,77036,29.702465,-95.5354816,Chemistry,,,,,1991,1/1/1991
Computers/IT,Houston,TX,77042,29.7246822,-95.5564777,Geology,,,,,1980,1/1/1980
Military/Protective Services,Houston,TX,77043,29.8054835,-95.5564777,Political Science,,,,,1993,1/1/1993
Environment and Recreation,Houston,TX,77056,29.7484861,-95.4699173,Biology,,,,,2011,1/1/2011
Research and Development,Houston,TX,77057,29.7503969,-95.4935119,History,,,,,1966,1/1/1966
Marketing,Houston,TX,77070,29.9601879,-95.5587992,Physics,,,,,1984,1/1/1984
Insurance,Houston,TX,77077,29.7451163,-95.6195112,No Major,,,,,1950,1/1/1950
Real Estate,Houston,TX,77077,29.7451163,-95.6195112,No Major,,,,,1944,1/1/1944
Social Service,Houston,TX,77077,29.7451163,-95.6195112,No Major,,,,,1943,1/1/1943
"Banking, Finance, and Investment",Houston,TX,77079,29.7801889,-95.6090009,Political Science,,,,,1949,1/1/1949
Homemaking,Houston,TX,77079,29.7801889,-95.6090009,English,,,,,1955,1/1/1955
Counseling,Houston,TX,77084,29.8296506,-95.6668306,American Studies,,,,,2012,1/1/2012
Sciences,Houston,TX,77096,29.6699914,-95.4830243,Geology,,,,,1983,1/1/1983
"Libraries, Archives, and Museums",Houston,TX,77098,29.7333171,-95.417519,Biology,Russian,,,,1984,1/1/1984
Real Estate,Houston,TX,77098,29.7333171,-95.417519,Political Science,,,,,1994,1/1/1994
Counseling,Houston,TX,77099,29.6771668,-95.587986,Psychology,,,,,2013,1/1/2013
Human Resources,Willis,TX,77318,30.4249276,-95.4799418,Psychology,,,,,1953,1/1/1953
"Building, Trades, and Crafts",Tomball,TX,77377,30.0971621,-95.6160549,No Major,,,,,1965,1/1/1965
Student,Spring,TX,77380,30.1261952,-95.4672962,History,,,,,1994,1/1/1994
Arts and Design,The Woodlands,TX,77381,30.1704912,-95.509247,English,German,,,,2020,1/1/2020
Education,Bellaire,TX,77401,29.7057858,-95.4588299,English,Educational Studies,,,,2008,1/1/2008
Healthcare,Bellaire,TX,77401,29.7057858,-95.4588299,Biology,,,,,1970,1/1/1970
Education,Richmond,TX,77407,29.6773427,-95.7194522,French,,,,,2002,1/1/2002
Sciences,Cypress,TX,77429,30.0141064,-95.6668306,Geology,,,,,1984,1/1/1984
Sciences,Cypress,TX,77433,29.9643725,-95.7510475,Geology,,,,,1995,1/1/1995
Education,Katy,TX,77450,29.7457034,-95.7405139,English,,,,,1987,1/1/1987
Sciences,Katy,TX,77494,29.742025,-95.8248352,Physics,,,,,1962,1/1/1962
Student,Baytown,TX,77521,29.8120015,-94.9558696,Psychology,,,,,1972,1/1/1972
Education,Friendswood,TX,77546,29.5370503,-95.1953554,Sociology,Anthropology,,,,1996,1/1/1996
Arts and Design,Galveston,TX,77551,29.2784215,-94.8365094,Zoology,,,,,1954,1/1/1954
Other,League City,TX,77573,29.4947986,-95.0911062,No Major,,,,,1966,1/1/1966
Other,Manvel,TX,77578,29.4841585,-95.3625516,No Major,,,,,1972,1/1/1972
Sciences,Manvel,TX,77578,29.4841585,-95.3625516,Chemistry,,,,,2014,1/1/2014
Sciences,Pearland,TX,77584,29.5321026,-95.3207069,Biology,,,,,1988,1/1/1988
"Libraries, Archives, and Museums",Bryan,TX,77802,30.6563999,-96.3172906,Sociology,,,,,1947,1/1/1947
Student,Bryan,TX,77803,30.6821782,-96.375799,Chemistry,,,,,2004,1/1/2004
Homemaking,College Station,TX,77840,30.616559,-96.3119743,No Major,,,,,1985,1/1/1985
Healthcare,College Station,TX,77845,30.627977,-96.3344068,Sociology,Anthropology,,,,2012,1/1/2012
"Libraries, Archives, and Museums",College Station,TX,77845,30.627977,-96.3344068,Geology,,,,,1981,1/1/1981
Real Estate,College Station,TX,77845,30.627977,-96.3344068,Psychology,,,,,1949,1/1/1949
Healthcare,Center Point,TX,78010,29.9503035,-99.0388996,Biology,,,,,1965,1/1/1965
Military/Protective Services,San Antonio,TX,78203,29.4135826,-98.4485846,Biology,,,,,2012,1/1/2012
Arts and Design,San Antonio,TX,78209,29.4854054,-98.4513272,No Major,,,,,2013,1/1/2013
Research and Development,San Antonio,TX,78209,29.4854054,-98.4513272,Sociology,Anthropology,,,,2016,1/1/2016
Education,San Antonio,TX,78212,29.4595699,-98.4952228,Chemistry,Educational Studies,,,,2008,1/1/2008
"Libraries, Archives, and Museums",San Antonio,TX,78212,29.4595699,-98.4952228,Sociology,Anthropology,,,,2003,1/1/2003
Social Service,San Antonio,TX,78215,29.4418162,-98.4801308,Philosophy,,,,,1977,1/1/1977
Environment and Recreation,San Antonio,TX,78216,29.5516834,-98.4952228,Biology,,,,,1996,1/1/1996
Education,San Antonio,TX,78230,29.542044,-98.555621,Latin American Studies,,,,,1998,1/1/1998
Homemaking,San Antonio,TX,78230,29.542044,-98.555621,No Major,,,,,1939,1/1/1939
Counseling,Windcrest,TX,78239,29.515508,-98.3802925,Performing Arts and Education,Educational Studies,,,,1993,1/1/1993
Healthcare,San Antonio,TX,78248,29.5929013,-98.5254159,Chemistry,,,,,1976,1/1/1976
Student,San Antonio,TX,78258,29.6451457,-98.4732718,Political Science,,,,,2003,1/1/2003
Environment and Recreation,Aransas Pass,TX,78336,27.9474417,-97.2005806,Biology,,,,,1971,1/1/1971
Arts and Design,Corpus Christi,TX,78411,27.7218102,-97.3894772,No Major,,,,,1980,1/1/1980
Student,Corpus Christi,TX,78413,27.6856656,-97.4110988,History,,,,,1958,1/1/1958
Student,Corpus Christi,TX,78427,27.6956307,-97.4148358,No Major,,,,,1980,1/1/1980
"Banking, Finance, and Investment",Harlingen,TX,78552,26.1862754,-97.7634019,Economics,,,,,1952,1/1/1952
Education,Pharr,TX,78577,26.1947962,-98.1836216,No Major,,,,,1953,1/1/1953
Arts and Design,Blanco,TX,78606,30.0979862,-98.4214095,English,,,,,1984,1/1/1984
Student,Buda,TX,78610,30.0817231,-97.8428927,Physics,,,,,2009,1/1/2009
Education,Cedar Park,TX,78613,30.5119418,-97.8177601,Studio Art,,,,,1990,1/1/1990
Counseling,Kyle,TX,78640,29.9891052,-97.8772267,No Major,,,,,1971,1/1/1971
Computers/IT,Leander,TX,78641,30.5788055,-97.8530686,Physics,,,,,1964,1/1/1964
Insurance,Leander,TX,78641,30.5788055,-97.8530686,English,,,,,1964,1/1/1964
Planning,Leander,TX,78641,30.5788055,-97.8530686,No Major,,,,,1980,1/1/1980
Sciences,Leander,TX,78641,30.5788055,-97.8530686,Biology,,,,,1981,1/1/1981
"Libraries, Archives, and Museums",San Marcos,TX,78666,29.8942825,-97.9810845,Economics,,,,,1966,1/1/1966
Counseling,Austin,TX,78701,30.2729209,-97.7443863,Political Science,,,,,1993,1/1/1993
Counseling,Austin,TX,78701,30.2729209,-97.7443863,Psychology,,,,,1997,1/1/1997
Other,Austin,TX,78701,30.2729209,-97.7443863,Political Science,,,,,1985,1/1/1985
Counseling,Austin,TX,78703,30.2915328,-97.7688358,English,,,,,1967,1/1/1967
Legal Professions,Austin,TX,78703,30.2915328,-97.7688358,English,,,,,1995,1/1/1995
"Banking, Finance, and Investment",Austin,TX,78704,30.2456728,-97.7688358,Chemistry,,,,,1988,1/1/1988
"Libraries, Archives, and Museums",Austin,TX,78704,30.2456728,-97.7688358,English,Literature and Film Studies,,,,1991,1/1/1991
Sciences,Austin,TX,78704,30.2456728,-97.7688358,Biology,,,,,1995,1/1/1995
Communications and Media,Austin,TX,78705,30.2961708,-97.7389543,Cinema and Media Studies,,,,,2014,1/1/2014
Education,Austin,TX,78717,30.4916577,-97.7742702,Sociology,Anthropology,,,,1996,1/1/1996
Healthcare,Austin,TX,78717,30.4916577,-97.7742702,Biology,,,,,1996,1/1/1996
Communications and Media,Austin,TX,78722,30.2920434,-97.7118003,Sociology,Anthropology,,,,1992,1/1/1992
Computers/IT,Austin,TX,78722,30.2920434,-97.7118003,No Major,,,,,1977,1/1/1977
Computers/IT,Austin,TX,78722,30.2920434,-97.7118003,No Major,,,,,1966,1/1/1966
Research and Development,Austin,TX,78722,30.2920434,-97.7118003,English,,,,,1978,1/1/1978
"Banking, Finance, and Investment",Austin,TX,78723,30.3081307,-97.681943,No Major,,,,,1990,1/1/1990
Healthcare,Austin,TX,78726,30.4190616,-97.8395151,Biology,,,,,1985,1/1/1985
Communications and Media,Austin,TX,78728,30.4570672,-97.681943,English,Women's and Gender Studies,,,,1998,1/1/1998
Arts and Design,Austin,TX,78729,30.4646593,-97.7471025,British Studies,Theater Arts,,,,1997,1/1/1997
Research and Development,Austin,TX,78729,30.4646593,-97.7471025,Biochemistry,,,,,1998,1/1/1998
Agriculture and Forestry,Austin,TX,78731,30.3542409,-97.7742702,Spanish,,,,,1986,1/1/1986
Research and Development,Austin,TX,78731,30.3542409,-97.7742702,Physics,,,,,1986,1/1/1986
Marketing,Austin,TX,78732,30.3788578,-97.8923749,Economics,,,,,1995,1/1/1995
Business and Commerce,Austin,TX,78736,30.2520856,-97.9483898,History,,,,,1961,1/1/1961
Service/Hospitality,Austin,TX,78736,30.2520856,-97.9483898,Asian Studies,,,,,1979,1/1/1979
"Banking, Finance, and Investment",Austin,TX,78737,30.181965,-97.9701846,Theater Arts,,,,,2004,1/1/2004
Business and Commerce,Austin,TX,78737,30.181965,-97.9701846,Zoology,Chemistry,,,,1955,1/1/1955
Business and Commerce,Austin,TX,78737,30.181965,-97.9701846,Biology,,,,,2003,1/1/2003
Fundraising,Austin,TX,78739,30.1859258,-97.90482,English,,,,,1987,1/1/1987
Legal Professions,Austin,TX,78739,30.1859258,-97.90482,Computer Science,Latin American Studies Conc.,,,,2003,1/1/2003
Homemaking,Austin,TX,78744,30.196311,-97.730807,No Major,,,,,1980,1/1/1980
Other,Austin,TX,78745,30.2153869,-97.7960118,No Major,,,,,1981,1/1/1981
"Banking, Finance, and Investment",Austin,TX,78746,30.2962208,-97.8299383,Biology,,,,,1996,1/1/1996
Public Service,Austin,TX,78746,30.2962208,-97.8299383,History,,,,,1964,1/1/1964
Education,Austin,TX,78748,30.168207,-97.8177601,Psychology,,,,,1999,1/1/1999
Healthcare,Austin,TX,78748,30.168207,-97.8177601,English,,,,,1978,1/1/1978
Service/Hospitality,Austin,TX,78748,30.168207,-97.8177601,Economics,,,,,1979,1/1/1979
Legal Professions,Austin,TX,78749,30.2175453,-97.8558357,No Major,,,,,1976,1/1/1976
Social Service,Austin,TX,78749,30.2175453,-97.8558357,No Major,,,,,1967,1/1/1967
Computers/IT,Austin,TX,78751,30.3055711,-97.725376,Philosophy,,,,,1992,1/1/1992
Marketing,Austin,TX,78751,30.3055711,-97.725376,English,,,,,2015,1/1/2015
Sciences,Austin,TX,78751,30.3055711,-97.725376,Biology,,,,,2011,1/1/2011
Arts and Design,Austin,TX,78752,30.3317278,-97.705158,No Major,,,,,1985,1/1/1985
Other,Austin,TX,78752,30.3317278,-97.705158,Environmental Studies,,,,,2014,1/1/2014
Homemaking,Austin,TX,78753,30.3889868,-97.6710889,No Major,,,,,1953,1/1/1953
"Banking, Finance, and Investment",Austin,TX,78756,30.3248256,-97.7389543,Religion,,,,,1997,1/1/1997
Social Service,Austin,TX,78756,30.3248256,-97.7389543,English,,,,,1979,1/1/1979
Arts and Design,Austin,TX,78757,30.3568213,-97.730807,Biology,,,,,2012,1/1/2012
"Banking, Finance, and Investment",Austin,TX,78757,30.3568213,-97.730807,Economics,,,,,2008,1/1/2008
Business and Commerce,Austin,TX,78759,30.401356,-97.7525352,Political Science,,,,,1989,1/1/1989
Healthcare,Austin,TX,78759,30.401356,-97.7525352,No Major,,,,,1996,1/1/1996
Performing Arts,Austin,TX,78759,30.401356,-97.7525352,English,,,,,1997,1/1/1997
Sciences,Lubbock,TX,79410,33.5691904,-101.8977271,Biology,,,,,1998,1/1/1998
"Building, Trades, and Crafts",Midland,TX,79705,32.0688848,-102.0946818,Physics,,,,,1964,1/1/1964
Arts and Design,El Paso,TX,79902,31.793786,-106.493598,English,,,,,1995,1/1/1995
Student,El Paso,TX,79902,31.793786,-106.493598,Computer Science,Biochemistry,,,,2004,1/1/2004
Research and Development,El Paso,TX,79903,31.786568,-106.4435319,No Major,,,,,1993,1/1/1993
Military/Protective Services,El Paso,TX,79904,31.8680951,-106.4759262,Political Science,,Latin American Studies,,,2012,1/1/2012
Arts and Design,El Paso,TX,79912,31.8586994,-106.5466221,Art History,,,,,1989,1/1/1989
Business and Commerce,El Paso,TX,79912,31.8586994,-106.5466221,French,,,,,1966,1/1/1966
Social Sciences,Bountiful,UT,84010,40.8893895,-111.880771,Special Major,Linguistics,,,,2010,1/1/2010
Engineering,Layton,UT,84040,41.0899369,-111.8926303,No Major,,,,,1991,1/1/1991
Homemaking,Lehi,UT,84043,40.3916172,-111.8507662,No Major,,,,,1959,1/1/1959
Agriculture and Forestry,Midway,UT,84049,40.5121772,-111.4743545,English,,,,,1967,1/1/1967
Social Service,Roy,UT,84067,41.176494,-112.0357137,Sociology,Anthropology,,,,1972,1/1/1972
Volunteering,Sandy,UT,84093,40.596417,-111.8270486,Political Science,,,,,1966,1/1/1966
Healthcare,Park City,UT,84098,40.6460622,-111.4979729,Biology,,,,,1975,1/1/1975
Marketing,Park City,UT,84098,40.6460622,-111.4979729,Geology,,,,,1983,1/1/1983
Other,Park City,UT,84098,40.6460622,-111.4979729,No Major,,,,,1974,1/1/1974
Public Service,Park City,UT,84098,40.6460622,-111.4979729,Political Science,,,,,2005,1/1/2005
Student,Salt Lake City,UT,84102,40.76049,-111.8658015,Biology,,,,,1987,1/1/1987
Counseling,Salt Lake City,UT,84103,40.810506,-111.8449346,Political Science,,,,,1970,1/1/1970
Environment and Recreation,Salt Lake City,UT,84103,40.810506,-111.8449346,Biology,,,,,1997,1/1/1997
Social Sciences,Salt Lake City,UT,84103,40.810506,-111.8449346,History,,,,,1994,1/1/1994
Social Service,Salt Lake City,UT,84103,40.810506,-111.8449346,Theater Arts,Psychology,,,,1998,1/1/1998
Sports,Salt Lake City,UT,84103,40.810506,-111.8449346,Biology,,,,,1997,1/1/1997
"Building, Trades, and Crafts",Salt Lake City,UT,84105,40.7345053,-111.8628205,Religion,,,,,1996,1/1/1996
Computers/IT,Salt Lake City,UT,84105,40.7345053,-111.8628205,Mathematics,Computer Science,,,,1989,1/1/1989
Other,Salt Lake City,UT,84105,40.7345053,-111.8628205,French,,,,,1999,1/1/1999
Planning,Salt Lake City,UT,84105,40.7345053,-111.8628205,Political Science,"Science, Technology, and Public Policy",,,,1990,1/1/1990
Research and Development,Salt Lake City,UT,84105,40.7345053,-111.8628205,Biology,Natural History,,,,1992,1/1/1992
Sciences,Salt Lake City,UT,84105,40.7345053,-111.8628205,Geology,,,,,2001,1/1/2001
Environment and Recreation,Salt Lake City,UT,84106,40.7078639,-111.8508966,Geology,,,,,2008,1/1/2008
Sports,Salt Lake City,UT,84106,40.7078639,-111.8508966,Political Science,,Latin American Studies,Political Economy,,2010,1/1/2010
Counseling,Salt Lake City,UT,84108,40.7834328,-111.7376178,Psychology,,,,,2006,1/1/2006
Research and Development,Salt Lake City,UT,84108,40.7834328,-111.7376178,Physics,Mathematics,,,,2019,1/1/2019
Sciences,Salt Lake City,UT,84108,40.7834328,-111.7376178,Biology,"Science, Technology, and Public Policy",,,,1983,1/1/1983
Engineering,Salt Lake City,UT,84116,40.8038325,-112.0237903,Economics,,,,,2006,1/1/2006
Other,Salt Lake City,UT,84117,40.6618507,-111.8389726,Psychology,Women's and Gender Studies,,,,2005,1/1/2005
Research and Development,Holladay,UT,84117,40.6688363,-111.8246557,Physics,,,,,2003,1/1/2003
Healthcare,Brighton,UT,84121,40.60384,-111.5821429,Chemistry,Zoology,,,,1959,1/1/1959
Homemaking,Murray,UT,84123,40.6609843,-111.9164779,No Major,,,,,1945,1/1/1945
Social Sciences,Salt Lake City,UT,84124,40.6712875,-111.7912764,Psychology,,,,,1995,1/1/1995
Sciences,Logan,UT,84321,41.7369803,-111.8338359,Biology,,,,,2009,1/1/2009
Other,Providence,UT,84332,41.7063204,-111.817165,Physics,,,,,1977,1/1/1977
Sciences,Logan,UT,84341,41.7773889,-111.7972384,Biology,,,,,1985,1/1/1985
Arts and Design,Moab,UT,84532,38.5733155,-109.5498395,English,,,,,1981,1/1/1981
Environment and Recreation,Provo,UT,84606,40.2120325,-111.6302998,Undecided,Geology,,,,1984,1/1/1984
Communications and Media,Boulder,UT,84716,37.9220877,-111.4395128,Cinema and Media Studies,,,,,2013,1/1/2013
Engineering,Cedar City,UT,84720,37.6774769,-113.0618931,Geology,,,,,1977,1/1/1977
Engineering,Hurricane,UT,84737,37.1752607,-113.2899484,No Major,,,,,1975,1/1/1975
Social Sciences,Springdale,UT,84767,37.1888713,-112.9985515,Economics,,,,,1964,1/1/1964
Performing Arts,Manassas,VA,20111,38.7550023,-77.4357739,Theater Arts,,,,,2006,1/1/2006
Communications and Media,Centreville,VA,20120,38.8629803,-77.4816693,Religion,,,,,1969,1/1/1969
Other,Purcellville,VA,20132,39.1367717,-77.7147153,Biology,,,,,1979,1/1/1979
Public Service,Purcellville,VA,20132,39.1367717,-77.7147153,Political Science,,,,,1978,1/1/1978
"Banking, Finance, and Investment",Ashburn,VA,20147,39.047958,-77.4816693,Geology,,,,,1978,1/1/1978
Computers/IT,Ashburn,VA,20147,39.047958,-77.4816693,Computer Science,,,,,2005,1/1/2005
Social Service,Ashburn,VA,20147,39.047958,-77.4816693,Sociology,,,,,1960,1/1/1960
Languages,Ashburn,VA,20148,39.0118703,-77.5275463,Undecided,,,,,1986,1/1/1986
Computers/IT,Gainesville,VA,20155,38.7956706,-77.6138802,Mathematics,,,,,1953,1/1/1953
Research and Development,Haymarket,VA,20169,38.8120591,-77.6363806,Psychology,,,,,1963,1/1/1963
Legal Professions,Herndon,VA,20170,38.9695545,-77.3860976,English,,,,,1979,1/1/1979
Sciences,Herndon,VA,20170,38.9695545,-77.3860976,Geology,,,,,1974,1/1/1974
Sciences,Herndon,VA,20170,38.9695545,-77.3860976,Neuroscience,,,,,2003,1/1/2003
Student,Herndon,VA,20170,38.9695545,-77.3860976,Political Science,,,,,1989,1/1/1989
Engineering,Herndon,VA,20171,38.9695545,-77.3860976,Chemistry,,,,,1978,1/1/1978
Computers/IT,Leesburg,VA,20175,39.1156615,-77.5636015,Undecided,,,,,1989,1/1/1989
Homemaking,Leesburg,VA,20176,39.1156615,-77.5636015,No Major,,,,,1956,1/1/1956
"Banking, Finance, and Investment",Lovettsville,VA,20180,39.2726017,-77.636657,History,,,,,1979,1/1/1979
"Libraries, Archives, and Museums",Lovettsville,VA,20180,39.2726017,-77.636657,No Major,,,,,1955,1/1/1955
Communications and Media,Warrenton,VA,20187,38.7134516,-77.7952712,No Major,,,,,1982,1/1/1982
"Libraries, Archives, and Museums",Warrenton,VA,20187,38.7134516,-77.7952712,English,"Science, Technology, and Public Policy",,,,1984,1/1/1984
Public Service,Dulles,VA,20189,38.962422,-77.4381203,Spanish,,,,,1995,1/1/1995
Public Service,Dulles,VA,20189,38.962422,-77.4381203,History,,,,,1976,1/1/1976
Public Service,Dulles,VA,20189,38.962422,-77.4381203,Religion,,,,,1966,1/1/1966
Public Service,Dulles,VA,20189,38.962422,-77.4381203,Chemistry,,,,,1983,1/1/1983
Public Service,Dulles,VA,20189,38.962422,-77.4381203,Political Science,,,,,1999,1/1/1999
Research and Development,Reston,VA,20190,38.9552797,-77.3381855,Biology,,,,,1988,1/1/1988
Student,Reston,VA,20190,38.9552797,-77.3381855,Physics,Computer Science,,,,1984,1/1/1984
Arts and Design,Reston,VA,20191,38.9302229,-77.3439283,Art History,,,,,1964,1/1/1964
Clergy and Religious Leadership,Reston,VA,20191,38.9302229,-77.3439283,English,,,,,1962,1/1/1962
Communications and Media,Reston,VA,20191,38.9302229,-77.3439283,English,,,,,1976,1/1/1976
Communications and Media,Annandale,VA,22003,38.8327423,-77.2060241,Art History,,,,,1991,1/1/1991
Marketing,Annandale,VA,22003,38.8327423,-77.2060241,Political Science,,,,,1969,1/1/1969
Other,Annandale,VA,22003,38.8327423,-77.2060241,Sociology,Anthropology,,,,1981,1/1/1981
Public Service,Annandale,VA,22003,38.8327423,-77.2060241,History,,,,,1976,1/1/1976
Homemaking,Burke,VA,22015,38.7843884,-77.2807423,Sociology,Anthropology,,,,1996,1/1/1996
Engineering,Fairfax,VA,22030,38.8462236,-77.3063733,Religion,Archaeology,,,,1994,1/1/1994
